epid,mep,country,group,dossier,title,lobbyists,committees,location,role,date
96711,Pascal CANFIN,France,RE,,Brexit,"WWF, GreenerUK, BirdLife",,Bruxelles,Member,22/1/2020
96711,Pascal CANFIN,France,RE,,"sustainable mobility, Green Deal",Alstom,,Strasbourg,Member,14/1/2020
96711,Pascal CANFIN,France,RE,,"protection of EU consumers, trade policy",BEUC,,European parliament,Member,7/1/2020
96711,Pascal CANFIN,France,RE,,"Green Deal, industrial policy",Jeremy Rifkin,,European parliament,Member,11/12/2019
96711,Pascal CANFIN,France,RE,,Green Deal,European Cement Association,,Brussels,Member,4/12/2019
96711,Pascal CANFIN,France,RE,,"Energy policy, climate neutrality",Agora Energiewende,,European parliament,Member,20/11/2019
96711,Pascal CANFIN,France,RE,,Green Deal,CLG Europe Leaders,,Brussels,Member,5/11/2019
96711,Pascal CANFIN,France,RE,,"Green Deal, Environment policies",WWF,,European parliament,Member,5/11/2019
96711,Pascal CANFIN,France,RE,,Green Deal,ETUC,,European parliament,Member,4/11/2019
96711,Pascal CANFIN,France,RE,,Agriculture,Greenpeace,,European parliament,Member,24/10/2019
96711,Pascal CANFIN,France,RE,,"Biodiversity, bees",UNAF,,European parliament,Member,23/10/2019
96711,Pascal CANFIN,France,RE,,"Biodiversity, circular economy",Danone,,European parliament,Member,18/10/2019
96711,Pascal CANFIN,France,RE,,"Biodiversity, deforestation",Danone,,Brussels,Member,18/10/2019
96711,Pascal CANFIN,France,RE,,European Alliance for Battery,InnoEnergy,,Brussels,Member,18/10/2019
96711,Pascal CANFIN,France,RE,,European Battery Alliance,Inno Energy,,European parliament,Member,18/10/2019
96711,Pascal CANFIN,France,RE,,Sustainable finance,Mirova,,Brussels,Member,18/10/2019
96711,Pascal CANFIN,France,RE,,"ETS, Green Deal",European Climate Foundation,,European parliament,Member,17/10/2019
96711,Pascal CANFIN,France,RE,,Green Deal,Green 10,,Bruxelles,Member,17/10/2019
96711,Pascal CANFIN,France,RE,,Green Deal,"business europe, CPGM, CISL, Air Liquide",,Europea parliament,Member,17/10/2019
96711,Pascal CANFIN,France,RE,,Green Deal,"Business Europe, SME United, Cambridge Institute for Sustainable Leadership",,Bruxelles,Member,17/10/2019
96711,Pascal CANFIN,France,RE,,Green Deal,European Climate Foundation,,Bruxelles,Member,17/10/2019
96711,Pascal CANFIN,France,RE,,Sustainable finance,Re-Define think tank,,Brussels,Member,17/10/2019
96711,Pascal CANFIN,France,RE,,Trade and sustainable development,Friends of the Earth,,Brussels,Member,17/10/2019
96711,Pascal CANFIN,France,RE,,Trade policy,Friends of the Earth,,European parliament,Member,17/10/2019
96711,Pascal CANFIN,France,RE,,Brexit and Environment,"WWF, Greener UK, Green Alliance, BirdLife",,Bruxelles,Member,10/10/2019
96711,Pascal CANFIN,France,RE,,"Sustainable finance, decabornation of economy, decarbonation in central europe",CEE Bank Watch,,Bruxelles,Member,10/10/2019
96711,Pascal CANFIN,France,RE,,Trade and sustainable development,Veblen Institute,,Bruxelles,Member,10/10/2019
96711,Pascal CANFIN,France,RE,,"Sustainable finance, decarbonation of economy",Gates Venture,,Bruxelles,Member,9/10/2019
96711,Pascal CANFIN,France,RE,,"Sustainable finance, ECB, EIB, European Climate Bank",Counter balance,,European parliament,Member,6/9/2019
96711,Pascal CANFIN,France,RE,['None'],"Environmental issues, Common Agricultural Policies, EU budget",WWF,['ENVI'],Parlement européen,Committee chair,3/9/2019
96711,Pascal CANFIN,France,RE,"[""échange de vues sur l'ensemble des sujets environnementaux""]","Environnement, développement durable, santé, biodiversité",Green 10,['ENVI'],Bruxelles,Committee chair,11/7/2019
96711,Pascal CANFIN,France,RE,['Taxe sur les transactions financières'],Taxe sur les transactions financières,Oxfam,['ENVI'],Bruxelles,Committee chair,10/7/2019
96711,Pascal CANFIN,France,RE,"['', '']",soutenabilité et alignement sur l'accord de Paris,"Ben van Beurden, PDG Shell","['ENVI', 'ITRE']",Bruxelles,Member,9/7/2019
96711,Pascal CANFIN,France,RE,"['', '']",finance durable,Triodos Bank,"['ECON', 'ENVI']",Strasbourg,Member,3/7/2019
96867,Maria da Graça CARVALHO,Portugal,EPP,['EIT Regulation and SIA Decision'],"Horizon Europe, Missions, HEP Digital priorities (high-perfomance computing, edge computing, artificial intelligence, sustainability and energy consumption, wi-fi connectivity vs 5G, IT infrastructures policy), ICT in the scope of EIT","HPE - Hewlett Packard Enterprise, Nove Consulting",['ITRE'],Office ASP8E113,Rapporteur,6/11/2019
190519,Caroline NAGTEGAAL,Netherlands,RE,['Amending Regulations (EU) No 575/2013 and (EU) 2019/876 as regards adjustments in response to the COVID-19 pandemic'],Meeting with Netherlands Banking Association (NVB),NVB,['ECON'],Remote,Shadow rapporteur,8/5/2020
125030,Annie SCHREIJER-PIERIK,Netherlands,EPP,[''],IUU - meeting with APA,EJF (Environmental Justice Foundation),['PECH'],Karsmakers,Member,4/3/2020
125030,Annie SCHREIJER-PIERIK,Netherlands,EPP,"['Recommendation on the draft Council decision on the conclusion of the Agreement in the form of an exchange of letters between the European Union and the Islamic Republic of Mauritania concerning the extension of the Protocol setting out the fishing opportunities and financial contribution provided for in the Fisheries Partnership Agreement between the European Community and the Islamic Republic of Mauritania, expiring on 15 November 2019']",Fishing in Mauritania and Senegal - meeting with APA,"CAOPA, CFFA",['PECH'],European Parliament,Shadow rapporteur,20/2/2020
125030,Annie SCHREIJER-PIERIK,Netherlands,EPP,[''],Agriculture in the EP and Dutch Parliamentary committee work (by APA),Ms Neefjes,['AGRI'],Brussels,Member,21/1/2020
125030,Annie SCHREIJER-PIERIK,Netherlands,EPP,[''],"Intergroup Biodiversity, hunting and countryside","FACE (by APA), Ms De Jonge",['AGRI'],Brussels,Member,21/1/2020
125030,Annie SCHREIJER-PIERIK,Netherlands,EPP,[''],Bycatch - meeting with APA,ClientEarth,['PECH'],European Parliament,Member,15/1/2020
125030,Annie SCHREIJER-PIERIK,Netherlands,EPP,[''],Fisheries - meeting with APA,CNPMEM Fisheries,['PECH'],European Parliament,Member,12/11/2019
125030,Annie SCHREIJER-PIERIK,Netherlands,EPP,[''],Recreational fisheries,Sportvisserij NL,['PECH'],European Parliament,Member,5/11/2019
125030,Annie SCHREIJER-PIERIK,Netherlands,EPP,[''],Environmental policy (by APA),VNO NCW,['AGRI'],Brussels,Member,15/10/2019
125030,Annie SCHREIJER-PIERIK,Netherlands,EPP,[''],Regions Week,VNO NCW - Regio Zwolle,['AGRI'],Brussels,Member,8/10/2019
125030,Annie SCHREIJER-PIERIK,Netherlands,EPP,[''],"Plant breeding sector EU, Africa, NL",Plantum NL,['AGRI'],Brussels,Member,2/10/2019
125030,Annie SCHREIJER-PIERIK,Netherlands,EPP,[''],Offshore windfarms - meeting met APA,Collective of Small-Scale Fishermen,['PECH'],European Parliament,Member,30/9/2019
125030,Annie SCHREIJER-PIERIK,Netherlands,EPP,[''],Antimicrobial Resistance,Victor Maertens (HC) by APA,['AGRI'],Brussels,Member,25/9/2019
125030,Annie SCHREIJER-PIERIK,Netherlands,EPP,,Intergroup (with APA),FACE,,Strasbourg European Parliament,Member - NA,17/9/2019
125030,Annie SCHREIJER-PIERIK,Netherlands,EPP,[''],Plant breeding,Plantum (APA),['AGRI'],Brussels,Member,11/9/2019
125030,Annie SCHREIJER-PIERIK,Netherlands,EPP,[''],Mercosur Agreement,"Nepluvi Dutch Poultry Sector, Gert Jan Oplaat",['INTA'],European Parliament,Member,10/9/2019
125030,Annie SCHREIJER-PIERIK,Netherlands,EPP,[''],Plant breeding (APA),Plantum,['AGRI'],eMeeting,Member,9/9/2019
125030,Annie SCHREIJER-PIERIK,Netherlands,EPP,['Conclusion of the Free Trade Agreement between the European Union and the Socialist Republic of Viet Nam'],Dutch Fisheries Sector - Meeting with APA,Nederlandse Permanente Vertegenwoordiging bij de EU,['PECH'],European Parliament,Shadow rapporteur,6/9/2019
125030,Annie SCHREIJER-PIERIK,Netherlands,EPP,[''],EU Marine files - meeting with APA,WWF marine team,['PECH'],European Parliament,Member,29/8/2019
125030,Annie SCHREIJER-PIERIK,Netherlands,EPP,[''],Recreational fisheries - Meeting with APA,EU recreational fisheries sector,['PECH'],European Parliament,Member,27/8/2019
38398,Esther de LANGE,Netherlands,EPP,[''],Energy efficiency of buildings - Phone call with APA,Regulatory Affairs Manager European Heating Industry (EHI),['ENVI'],Digital meeting,Member,24/4/2020
38398,Esther de LANGE,Netherlands,EPP,[''],Impact COVID-19 - Phone call with APA,Director General Home Appliance Europe,['ENVI'],Digitally,Member,23/4/2020
38398,Esther de LANGE,Netherlands,EPP,[''],Impact COVID-19 - Call with APA,Product Regulation & Compliant officer Hitachi Construction Machinery,['ENVI'],Digital meeting,Member,21/4/2020
38398,Esther de LANGE,Netherlands,EPP,[''],Vaccines COVID-19 - digital meeting with APA,Head of EU Office Sanofi,['ENVI'],Digitally,Member,15/4/2020
38398,Esther de LANGE,Netherlands,EPP,[''],Impact COVID-19 - Digital meeting with APA,Public Affairs Director ACEA,['ENVI'],Digital meeting,Member,8/4/2020
38398,Esther de LANGE,Netherlands,EPP,['Type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information'],Type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information - Meeting with APA,Public Affairs - Fuels & Emissions Director,['ENVI'],Exki,Rapporteur,5/3/2020
38398,Esther de LANGE,Netherlands,EPP,[''],European Green Deal - meeting with APA,"Specialised Nutrition Europe, Executive Director SNE",['ENVI'],European Parliament,Member,26/2/2020
38398,Esther de LANGE,Netherlands,EPP,[''],Circular Economy - Meeting with APA,European Recycling Industries’ Confederation,['ENVI'],European Parliament,Member,19/2/2020
38398,Esther de LANGE,Netherlands,EPP,[''],F-gas regulation - Meeting with APA,Japan Refrigeration and Air conditioning Industry Association,['ENVI'],European Parliament,Member,19/2/2020
38398,Esther de LANGE,Netherlands,EPP,,Medical devices - Meeting with APA,Zimmer Biomet,,European Parliament,Member,19/2/2020
38398,Esther de LANGE,Netherlands,EPP,[''],Sustainability/ sustainable business,"OCP group, Chargee of OCP’s Paris Office, Senior Vice President for Sustainability",['ENVI'],European Parliament,Member,19/2/2020
38398,Esther de LANGE,Netherlands,EPP,['Type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information'],Type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information - Meeting with APA,Senior expert BOSCH,['ENVI'],European Parliament,Rapporteur,19/2/2020
38398,Esther de LANGE,Netherlands,EPP,[''],Circular economy - waste,European secretary - Dutch Waste Management Association,['ENVI'],European Parliament,Member,18/2/2020
38398,Esther de LANGE,Netherlands,EPP,[''],Health - Meeting with APA,EU Government Affairs director - Novo Nordisk Region Europe Pharmaceuticals A/S,['ENVI'],European Parliament,Member,14/2/2020
38398,Esther de LANGE,Netherlands,EPP,['Type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information'],Type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information - Meeting with APA,Head of Office Verband der Automobilindustrie (VDA),['ENVI'],European Parliament,Rapporteur,12/2/2020
38398,Esther de LANGE,Netherlands,EPP,[''],Green Deal,Palacioy Asociados,['ENVI'],European Parliament,Member,10/2/2020
38398,Esther de LANGE,Netherlands,EPP,[''],Climate and sustainability - Meeting with APA,"Heineken, European Corporate Affairs Manager",['ENVI'],European Parliament,Member,6/2/2020
38398,Esther de LANGE,Netherlands,EPP,[''],Green Deal,European Policy Director Snam,['ENVI'],European Parliament,Member,6/2/2020
38398,Esther de LANGE,Netherlands,EPP,[''],PVC REACH - Meeting with APA,Consultants VinylPLus,['ENVI'],European Parliament,Member,6/2/2020
38398,Esther de LANGE,Netherlands,EPP,[''],Health - Meeting with APA,Director Government Affairs & Policy Europe GSK,['ENVI'],European Parliament,Member,5/2/2020
38398,Esther de LANGE,Netherlands,EPP,[''],PCV REACH - Meeting with APA,Vice President and EU Director Collins Aerospace,['ENVI'],European Parliament,Member,5/2/2020
38398,Esther de LANGE,Netherlands,EPP,[''],Green Deal - Meeting with APA,EU Affairs consultants EDF – DAE,['ENVI'],European Parliament,Member,31/1/2020
38398,Esther de LANGE,Netherlands,EPP,[''],Circular economy - Meeting with APA,Advisors European Affairs VNO-NCW,['ENVI'],Karsmakers,Member,30/1/2020
38398,Esther de LANGE,Netherlands,EPP,[''],Mobility - Meeting with APA,Manager Transport and Environment,['ENVI'],European Parliament,Member,24/1/2020
38398,Esther de LANGE,Netherlands,EPP,[''],Green Deal,"European Federation of Inland Ports (EFIP), Director",['ENVI'],European Parliament,Member,22/1/2020
38398,Esther de LANGE,Netherlands,EPP,[''],Health - Meeting with APA,Advoacy & Project Manager European Cancer Leagues (ECL),['ENVI'],European Parliament,Member,15/1/2020
38398,Esther de LANGE,Netherlands,EPP,[''],Titanium Dioxide - Meeting with APA,Public Affairs Consultants Titanium Dioxide Manufacturers Association,['ENVI'],European Parliament,Member,10/1/2020
38398,Esther de LANGE,Netherlands,EPP,[''],Green Deal,VNO-NCW Brussel - Permanent Delegate,['ENVI'],European Parliament,Member,9/1/2020
38398,Esther de LANGE,Netherlands,EPP,[''],Health,Director of Pharmacy European Association of Hospital Pharmacists,['ENVI'],European Parliament,Member,8/1/2020
38398,Esther de LANGE,Netherlands,EPP,[''],Health - Meeting with APA,Director Neprofarm,['ENVI'],European Parliament,Member,7/1/2020
38398,Esther de LANGE,Netherlands,EPP,[''],Circular economy - meeting with APA,Serred board member - CEO Drumdrum,['ENVI'],European Parliament,Member,10/12/2019
38398,Esther de LANGE,Netherlands,EPP,[''],Climate and energy policy,"Director Shell Netherlands, Senior EU Affairs Manager Shell",['ENVI'],Brussels,Member,10/12/2019
38398,Esther de LANGE,Netherlands,EPP,[''],Climate and aviation policy,"Director, Clean Sky II Joint Undertaking, Adviser, Clean Sky II Joint Undertaking",['ENVI'],Brussels,Member,5/12/2019
38398,Esther de LANGE,Netherlands,EPP,['type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information'],Type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information,RDW - EU coordinator and type approval expert,['ENVI'],European Parliament,Rapporteur,5/12/2019
38398,Esther de LANGE,Netherlands,EPP,['type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information'],type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information,RAI Vereniging - Directors,['ENVI'],European Parliament,Rapporteur,5/12/2019
38398,Esther de LANGE,Netherlands,EPP,[''],Urban Innovative Action,Municipality of Kerkrade officials,['ENVI'],European Parliament,Member,2/12/2019
38398,Esther de LANGE,Netherlands,EPP,[''],Aviation and climate policy,"Adviser, IATA",['ENVI'],Strasbourg,Member,27/11/2019
38398,Esther de LANGE,Netherlands,EPP,[''],Health - Meeting with APA,International Patient Organisation for Primary Immunodeficiencies - consultants,['ENVI'],European Parliament,Member,27/11/2019
38398,Esther de LANGE,Netherlands,EPP,['type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information'],Type approval - meeting with APA,Attache Permanent Representation of the Netherlands,['ENVI'],Karsmakers,Rapporteur,18/11/2019
38398,Esther de LANGE,Netherlands,EPP,[''],Financial Markets - meeting with APA,Chairman of AMAFI - Association française des marchés financiers,['ECON'],Brussels,Member,6/11/2019
38398,Esther de LANGE,Netherlands,EPP,[''],Taxonomy - meeting with APA,Senior Policy Advisor Eurelectric,['ECON'],Brussels,Member,5/11/2019
38398,Esther de LANGE,Netherlands,EPP,[''],Electricity - meeting with APA,Junior Policy Officer European Distribution System Operations,['ENVI'],European Parliament,Member,4/11/2019
38398,Esther de LANGE,Netherlands,EPP,[''],EIB,EIB Permanent Representative in Brussels,['ECON'],Brussels,Member,17/10/2019
38398,Esther de LANGE,Netherlands,EPP,['NPL'],NPL - meeting with APA,Director of the Mr Nicholas Smith from the Alternative Credit Council (ACC),['ECON'],Brussels,Rapporteur,16/10/2019
38398,Esther de LANGE,Netherlands,EPP,[''],Health - Meeting with APA,European Alcohol Policy Alliance,['ENVI'],European Parliament,Member,14/10/2019
38398,Esther de LANGE,Netherlands,EPP,[''],Climate and industrial policy - meeting with APA,"Carl van der Horst, Director European Affairs, Tata Steel",['ENVI'],European Parliament,Member,10/10/2019
38398,Esther de LANGE,Netherlands,EPP,['NPL'],NPL - meeting with APA,"Head of Legal, International & Public Affairs European Banking Federation",['ECON'],Brussels,Rapporteur,10/10/2019
38398,Esther de LANGE,Netherlands,EPP,[''],Banking - meeting with APA,Director European and International Affairs Dutch Banking Association,['ECON'],Brussels,Member,9/10/2019
38398,Esther de LANGE,Netherlands,EPP,[''],Basel 3.5/ Bankenunie/ Sustainable Finance/ Digitalisering,Senior public affairs officials ING,['ECON'],Brussels,Member,9/10/2019
38398,Esther de LANGE,Netherlands,EPP,[''],Health - Meeting with APA,European League Against Rheumatism (EULAR,['ENVI'],European Parliament,Member,4/10/2019
38398,Esther de LANGE,Netherlands,EPP,['Motor vehicles: type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information'],Motor vehicles: type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information - Meeting with APA,Executive Director Association for Emissions Control by Catalyst AECC,['ENVI'],European Parliament,Rapporteur,4/10/2019
