mep,epid,group,country,lobbyists,dossier,committees,role,title,location,date
Fabienne KELLER,22858,RE,France,"Fondation Prospective & Innovation-FPI, Jean-Pierre Raffarin, Nicolas Chapuis, Ambassadeur de l'UE en Chine, China Centre for Urban Developement-CCUD, National Development and Reform Commission-NDRC",,,Member,"Forum d'échange entre collectivités européennes et chinoises ""Euro-China Greens & Smart Cities"", dans le cadre des programmes européens de coopération UE-Chine. Invitation en lien avec mon expérience de Maire de Strasbourg et de Députée européenne, aux côtés de l'Ambassadeur de l'UE en Chine et de Jean-Pierre Raffarin, Président de la Fondation Prospective & Innovation",Nanning (Chine),27/09/2019
Fabienne KELLER,22858,RE,France,Représentation permanente du Royaume-Uni auprès de l'UE,['Réglement de Dublin'],['LIBE'],Rapporteur,Immigration,"Parlement européen, Bruxelles",23/09/2019
Fabienne KELLER,22858,RE,France,"Commisaire Européenne à la Justice, aux Consommateurs et à l'Egalité des genres",[''],['LIBE'],Member,Sujets LIBE,Parlement Européen - Strasbourg,17/09/2019
Fabienne KELLER,22858,RE,France,Representation Permanente de la France,[''],['LIBE'],Member,Sujets LIBE,Parlement Européen - Bruxelles,10/09/2019
Fabienne KELLER,22858,RE,France,Directeur d'EU Lisa,[''],['LIBE'],Member,"Système d'information - espace de liberté, de sécurité et de justice",Parlement Européen- Bruxelles,03/09/2019
Pascal CANFIN,96711,RE,France,Renault,,,Member,EU Green Recovery/clean mobility,Bruxelles,20/05/2020
Pascal CANFIN,96711,RE,France,MAIF,,,Member,Green finance,Bruxelles,19/05/2020
Pascal CANFIN,96711,RE,France,Michelin,,,Member,Clean mobility/EU Green Recovery,Bruxelles,14/05/2020
Pascal CANFIN,96711,RE,France,ENEL,,,Member,Energy transition,Bruxelles,12/05/2020
Pascal CANFIN,96711,RE,France,International Energy agency,,,Member,Energy,Bruxelles,11/05/2020
Pascal CANFIN,96711,RE,France,Air France,,,Member,aviation,Bruxelles,07/05/2020
Pascal CANFIN,96711,RE,France,Volvo,,,Member,EU Green Recovery,Bruxelles,07/05/2020
Pascal CANFIN,96711,RE,France,Keolis,,,Member,EU Green Recovery/clean mobility,Bruxelles,07/05/2020
Pascal CANFIN,96711,RE,France,Green10,,,Member,Green Deal/Green Recovery,Bruxelles,14/04/2020
Pascal CANFIN,96711,RE,France,ADEME,,,Member,Energy transition,Bruxelles,08/04/2020
Pascal CANFIN,96711,RE,France,Vattenfal,,,Member,"Energy transition, Green Deal",Bruxelles,04/03/2020
Pascal CANFIN,96711,RE,France,CEFIC,,,Member,EU chemical strategy/Brexit,Bruxelles,02/03/2020
Pascal CANFIN,96711,RE,France,Club de Rome,,,Member,Private companies and sustainable development,Bruxelles,02/03/2020
Pascal CANFIN,96711,RE,France,Transport&Environment,,,Member,Shipping emission,Bruxelles,26/02/2020
Pascal CANFIN,96711,RE,France,Amazon,,,Member,engagement climatique des entreprises,Bruxelles,20/02/2020
Pascal CANFIN,96711,RE,France,WWF Pologne,,,Member,neutralité climatique en Pologne,Bruxelles,20/02/2020
Pascal CANFIN,96711,RE,France,Société Général,,,Member,"Sustainable finance, Green Deal",Bruxelles,20/02/2020
Pascal CANFIN,96711,RE,France,Partenariat Français Automobile,,,Member,"Mobilité durable, secteur de l'automobile et neutralité climatique",Bruxelles,19/02/2020
Pascal CANFIN,96711,RE,France,ADEME,,,Member,"Neutralité climatique, politique énergétique",Bruxelles,19/02/2020
Pascal CANFIN,96711,RE,France,SNCF,,,Member,"transport ferroviaire, mobilité durable",Bruxelles,19/02/2020
Pascal CANFIN,96711,RE,France,Saint Gobain,,,Member,"efficacité énergétique, économie circulaire",Strasbourg,12/02/2020
Pascal CANFIN,96711,RE,France,EUROFER,,,Member,"Neutralité climatique et contribution du secteur de l'acier, ETS, mécanisme d'ajustement carbone aux frontières",Strasbourg,12/02/2020
Pascal CANFIN,96711,RE,France,Suez,,,Member,"neutralité climatique, économie circulaire",Bruxelles,06/02/2020
Pascal CANFIN,96711,RE,France,Carrefour,,,Member,"Biodiversité, déforestation",Paris,31/01/2020
Pascal CANFIN,96711,RE,France,GRDF,,,Member,Energy transition in Europe,Bruxelles,30/01/2020
Pascal CANFIN,96711,RE,France,European Climate Foundation,,,Member,Climate neutrality in Europe,Bruxelles,28/01/2020
Pascal CANFIN,96711,RE,France,WWF,,,Member,sustainable finance,Bruxelles,23/01/2020
Pascal CANFIN,96711,RE,France,PGE,,,Member,Transition in Central Europe,Bruxelles,23/01/2020
Pascal CANFIN,96711,RE,France,"WWF, GreenerUK, BirdLife",,,Member,Brexit,Bruxelles,22/01/2020
Pascal CANFIN,96711,RE,France,Alstom,,,Member,"sustainable mobility, Green Deal",Strasbourg,14/01/2020
Pascal CANFIN,96711,RE,France,BEUC,,,Member,"protection of EU consumers, trade policy",European parliament,07/01/2020
Pascal CANFIN,96711,RE,France,Jeremy Rifkin,,,Member,"Green Deal, industrial policy",European parliament,11/12/2019
Pascal CANFIN,96711,RE,France,European Cement Association,,,Member,Green Deal,Brussels,04/12/2019
Pascal CANFIN,96711,RE,France,Agora Energiewende,,,Member,"Energy policy, climate neutrality",European parliament,20/11/2019
Pascal CANFIN,96711,RE,France,CLG Europe Leaders,,,Member,Green Deal,Brussels,05/11/2019
Pascal CANFIN,96711,RE,France,WWF,,,Member,"Green Deal, Environment policies",European parliament,05/11/2019
Pascal CANFIN,96711,RE,France,ETUC,,,Member,Green Deal,European parliament,04/11/2019
Pascal CANFIN,96711,RE,France,Greenpeace,,,Member,Agriculture,European parliament,24/10/2019
Pascal CANFIN,96711,RE,France,UNAF,,,Member,"Biodiversity, bees",European parliament,23/10/2019
Pascal CANFIN,96711,RE,France,Danone,,,Member,"Biodiversity, circular economy",European parliament,18/10/2019
Pascal CANFIN,96711,RE,France,Danone,,,Member,"Biodiversity, deforestation",Brussels,18/10/2019
Pascal CANFIN,96711,RE,France,InnoEnergy,,,Member,European Alliance for Battery,Brussels,18/10/2019
Pascal CANFIN,96711,RE,France,Inno Energy,,,Member,European Battery Alliance,European parliament,18/10/2019
Pascal CANFIN,96711,RE,France,Mirova,,,Member,Sustainable finance,Brussels,18/10/2019
Pascal CANFIN,96711,RE,France,European Climate Foundation,,,Member,"ETS, Green Deal",European parliament,17/10/2019
Pascal CANFIN,96711,RE,France,Green 10,,,Member,Green Deal,Bruxelles,17/10/2019
Pascal CANFIN,96711,RE,France,"business europe, CPGM, CISL, Air Liquide",,,Member,Green Deal,Europea parliament,17/10/2019
Pascal CANFIN,96711,RE,France,"Business Europe, SME United, Cambridge Institute for Sustainable Leadership",,,Member,Green Deal,Bruxelles,17/10/2019
Pascal CANFIN,96711,RE,France,European Climate Foundation,,,Member,Green Deal,Bruxelles,17/10/2019
Pascal CANFIN,96711,RE,France,Re-Define think tank,,,Member,Sustainable finance,Brussels,17/10/2019
Pascal CANFIN,96711,RE,France,Friends of the Earth,,,Member,Trade and sustainable development,Brussels,17/10/2019
Pascal CANFIN,96711,RE,France,Friends of the Earth,,,Member,Trade policy,European parliament,17/10/2019
Pascal CANFIN,96711,RE,France,"WWF, Greener UK, Green Alliance, BirdLife",,,Member,Brexit and Environment,Bruxelles,10/10/2019
Pascal CANFIN,96711,RE,France,CEE Bank Watch,,,Member,"Sustainable finance, decabornation of economy, decarbonation in central europe",Bruxelles,10/10/2019
Pascal CANFIN,96711,RE,France,Veblen Institute,,,Member,Trade and sustainable development,Bruxelles,10/10/2019
Pascal CANFIN,96711,RE,France,Gates Venture,,,Member,"Sustainable finance, decarbonation of economy",Bruxelles,09/10/2019
Pascal CANFIN,96711,RE,France,Counter balance,,,Member,"Sustainable finance, ECB, EIB, European Climate Bank",European parliament,06/09/2019
Pascal CANFIN,96711,RE,France,WWF,['None'],['ENVI'],Committee chair,"Environmental issues, Common Agricultural Policies, EU budget",Parlement européen,03/09/2019
Pascal CANFIN,96711,RE,France,Green 10,"[""échange de vues sur l'ensemble des sujets environnementaux""]",['ENVI'],Committee chair,"Environnement, développement durable, santé, biodiversité",Bruxelles,11/07/2019
Pascal CANFIN,96711,RE,France,Oxfam,['Taxe sur les transactions financières'],['ENVI'],Committee chair,Taxe sur les transactions financières,Bruxelles,10/07/2019
Pascal CANFIN,96711,RE,France,"Ben van Beurden, PDG Shell","['', '']","['ENVI', 'ITRE']",Member,soutenabilité et alignement sur l'accord de Paris,Bruxelles,09/07/2019
Pascal CANFIN,96711,RE,France,Triodos Bank,"['', '']","['ECON', 'ENVI']",Member,finance durable,Strasbourg,03/07/2019
Maria da Graça CARVALHO,96867,EPP,Portugal,Orgalim,['INI Industrial strategy and others'],['ITRE'],Member,"Industrial strategy, resilience, global leadership; ecosystems, horizontal industrial policy and integration with recovery plan; importance of good governance",Web,09/07/2020
Maria da Graça CARVALHO,96867,EPP,Portugal,Frontiers Open Access Platform,['EIT - Strategic Innovation Agenda'],['ITRE'],Rapporteur,"Open science, open access and interactions between editorial platform and dissemination of EIT and KICs’ results.",Brussels office,06/02/2020
Maria da Graça CARVALHO,96867,EPP,Portugal,KIC Food,['EIT - Strategic Innovation Agenda'],['ITRE'],Rapporteur,"KICs’ activities, functioning and results obtained so far, improvements of the Com proposal, budget, funding curve, openness and geographical balance, financial sustainability, education and training activities, new KICs.",Brussels office,21/01/2020
Maria da Graça CARVALHO,96867,EPP,Portugal,"HPE - Hewlett Packard Enterprise, Nove Consulting",['EIT - Strategic Innovation Agenda'],['ITRE'],Rapporteur,"Horizon Europe, Missions, HEP Digital priorities (high-perfomance computing, edge computing, artificial intelligence, sustainability and energy consumption, wi-fi connectivity vs 5G, IT infrastructures policy), ICT in the scope of EIT",Brussels office,06/11/2019
Maria da Graça CARVALHO,96867,EPP,Portugal,KICs on Raw Materials and Health,['EIT - Strategic Innovation Agenda'],['ITRE'],Rapporteur,"KICs’ activities, functioning and results obtained so far, improvements of the Com proposal, budget, funding curve, openness and geographical balance, financial sustainability, education, new KICs.",Strasbourg,24/10/2019
Maria da Graça CARVALHO,96867,EPP,Portugal,KIC InnoEnergy,['EIT - Strategic Innovation Agenda'],['ITRE'],Rapporteur,"KICs’ activities, functioning and results obtained so far, improvements of the Com proposal, budget, funding curve, openness and geographical balance, financial sustainability, education, new KICs.",Strasbourg office,23/10/2019
Maria da Graça CARVALHO,96867,EPP,Portugal,EIT Governing Board,['EIT - Strategic Innovation Agenda'],['ITRE'],Rapporteur,"EIT functioning, relations between Governing Board and KICs, importance of Court of Auditors’ remarks, results of the EIT so far",Strasbourg office,21/10/2019
Corina CREȚU,33997,S&D,Romania,Ville Itälä,['Regulation establishing a Recovery and Resilience Facility'],['REGI'],Rapporteur,"Meeting with Mr Ville Itälä, Director-General of the European Anti-Fraud Office (OLAF)",European Parliament,19/10/2020
Corina CREȚU,33997,S&D,Romania,Romina Kuko,,,Member,"Meeting with Romina Kuko, Deputy Minister of Interior - Government of Albania",European Parliament,18/02/2020
Corina CREȚU,33997,S&D,Romania,Aigul Kuspan,,,Member,"Meeting with H.E. Aigul Kuspan, the Ambassador of the Republic of Kazakhstan to the Kingdom of Belgium and Head of Mission of the Republic of Kazakhstan to the European Union",European Parliament,08/01/2020
Corina CREȚU,33997,S&D,Romania,Daniel Ioniță,,,Member,"Meeting with H.E. Daniel Ioniță, Ambassador Extraordinary and Plenipotentiary of Romania to the Republic of Moldova",Embassy of Romania to the Republic of Moldova,09/12/2019
Corina CREȚU,33997,S&D,Romania,Mihai Chirica,,,Member,"Meeting with Mihai Chirica, Mayor of Iași","Iași, Romania",07/12/2019
Corina CREȚU,33997,S&D,Romania,Laura Codruța Kövesi,,,Member,"Meeting with Laura Codruța Kövesi, the European Public Prosecut",European Parliament,06/11/2019
Corina CREȚU,33997,S&D,Romania,Tony Murphy,[''],['CONT'],Member,"Meeting with Tony Murphy, Member of the European Court of Auditors",European Parliament,24/09/2019
Caroline NAGTEGAAL,190519,RE,Netherlands,NVB,['Amending Regulations (EU) No 575/2013 and (EU) 2019/876 as regards adjustments in response to the COVID-19 pandemic'],['ECON'],Shadow rapporteur,Meeting with Netherlands Banking Association (NVB),Remote,08/05/2020
Caroline NAGTEGAAL,190519,RE,Netherlands,ABN Amro Clearing Bank,['2016/0365(COD)'],['ECON'],Shadow rapporteur,CCP Recovery & Resolution,Amsterdam,10/01/2020
Annie SCHREIJER-PIERIK,125030,EPP,Netherlands,LTO Nederland - with APA,[''],['AGRI'],Member,Future of CAP / corona crisis / animal husbandry,Digital,01/10/2020
Annie SCHREIJER-PIERIK,125030,EPP,Netherlands,GroentenFruithuis,[''],['AGRI'],Member,CAP / CMO,Digital,24/09/2020
Annie SCHREIJER-PIERIK,125030,EPP,Netherlands,Plantum,['NA'],['AGRI'],Member,New breeding techniques / innovation in agriculture,Digital,18/09/2020
Annie SCHREIJER-PIERIK,125030,EPP,Netherlands,EJF (Environmental Justice Foundation),[''],['PECH'],Member,IUU - meeting with APA,Karsmakers,04/03/2020
Annie SCHREIJER-PIERIK,125030,EPP,Netherlands,"CAOPA, CFFA","['Recommendation on the draft Council decision on the conclusion of the Agreement in the form of an exchange of letters between the European Union and the Islamic Republic of Mauritania concerning the extension of the Protocol setting out the fishing opportunities and financial contribution provided for in the Fisheries Partnership Agreement between the European Community and the Islamic Republic of Mauritania, expiring on 15 November 2019']",['PECH'],Shadow rapporteur,Fishing in Mauritania and Senegal - meeting with APA,European Parliament,20/02/2020
Annie SCHREIJER-PIERIK,125030,EPP,Netherlands,Ms Neefjes,[''],['AGRI'],Member,Agriculture in the EP and Dutch Parliamentary committee work (by APA),Brussels,21/01/2020
Annie SCHREIJER-PIERIK,125030,EPP,Netherlands,"FACE (by APA), Ms De Jonge",[''],['AGRI'],Member,"Intergroup Biodiversity, hunting and countryside",Brussels,21/01/2020
Annie SCHREIJER-PIERIK,125030,EPP,Netherlands,ClientEarth,[''],['PECH'],Member,Bycatch - meeting with APA,European Parliament,15/01/2020
Annie SCHREIJER-PIERIK,125030,EPP,Netherlands,CNPMEM Fisheries,[''],['PECH'],Member,Fisheries - meeting with APA,European Parliament,12/11/2019
Annie SCHREIJER-PIERIK,125030,EPP,Netherlands,Sportvisserij NL,[''],['PECH'],Member,Recreational fisheries,European Parliament,05/11/2019
Annie SCHREIJER-PIERIK,125030,EPP,Netherlands,VNO NCW,[''],['AGRI'],Member,Environmental policy (by APA),Brussels,15/10/2019
Annie SCHREIJER-PIERIK,125030,EPP,Netherlands,VNO NCW - Regio Zwolle,[''],['AGRI'],Member,Regions Week,Brussels,08/10/2019
Annie SCHREIJER-PIERIK,125030,EPP,Netherlands,Plantum NL,[''],['AGRI'],Member,"Plant breeding sector EU, Africa, NL",Brussels,02/10/2019
Annie SCHREIJER-PIERIK,125030,EPP,Netherlands,Collective of Small-Scale Fishermen,[''],['PECH'],Member,Offshore windfarms - meeting met APA,European Parliament,30/09/2019
Annie SCHREIJER-PIERIK,125030,EPP,Netherlands,Victor Maertens (HC) by APA,[''],['AGRI'],Member,Antimicrobial Resistance,Brussels,25/09/2019
Annie SCHREIJER-PIERIK,125030,EPP,Netherlands,FACE,,,Member - NA,Intergroup (with APA),Strasbourg European Parliament,17/09/2019
Annie SCHREIJER-PIERIK,125030,EPP,Netherlands,Plantum (APA),[''],['AGRI'],Member,Plant breeding,Brussels,11/09/2019
Annie SCHREIJER-PIERIK,125030,EPP,Netherlands,"Nepluvi Dutch Poultry Sector, Gert Jan Oplaat",[''],['INTA'],Member,Mercosur Agreement,European Parliament,10/09/2019
Annie SCHREIJER-PIERIK,125030,EPP,Netherlands,Plantum,[''],['AGRI'],Member,Plant breeding (APA),eMeeting,09/09/2019
Annie SCHREIJER-PIERIK,125030,EPP,Netherlands,Nederlandse Permanente Vertegenwoordiging bij de EU,['Conclusion of the Free Trade Agreement between the European Union and the Socialist Republic of Viet Nam'],['PECH'],Shadow rapporteur,Dutch Fisheries Sector - Meeting with APA,European Parliament,06/09/2019
Annie SCHREIJER-PIERIK,125030,EPP,Netherlands,WWF marine team,[''],['PECH'],Member,EU Marine files - meeting with APA,European Parliament,29/08/2019
Annie SCHREIJER-PIERIK,125030,EPP,Netherlands,EU recreational fisheries sector,[''],['PECH'],Member,Recreational fisheries - Meeting with APA,European Parliament,27/08/2019
Angelika NIEBLER,4289,EPP,Germany,Wacker Chemie AG (036915715533-64),['A European Strategy for Hydrogen'],['ITRE'],Shadow rapporteur,Hydrogen Strategy,Virtual Meeting,15/10/2020
Angelika NIEBLER,4289,EPP,Germany,Hydrogen Europe (77659588648-75),['A European Strategy for Hydrogen'],['ITRE'],Shadow rapporteur,Hydrogen Strategy,Virtual Meeting,15/10/2020
Angelika NIEBLER,4289,EPP,Germany,BDEW Bundesverband der Energie- und Wasserwirtschaft e.V. (20457441380-38),['A European Strategy for Hydrogen'],['ITRE'],Shadow rapporteur,Hydrogen Strategy,Virtual Meeting,15/10/2020
Esther de LANGE,38398,EPP,Netherlands,Prinses Maxima Centrum & SIOPE representative,[''],['ENVI'],Member,Health policy,Digital,29/10/2020
Esther de LANGE,38398,EPP,Netherlands,Amsterdams AI consortium,[''],['ENVI'],Member,Artificial Intelligency in health,Digital,28/10/2020
Esther de LANGE,38398,EPP,Netherlands,Director Vereniging Innovatieve Geneesmiddelen,[''],['ENVI'],Member,Health policy,Digital,28/10/2020
Esther de LANGE,38398,EPP,Netherlands,EU representative Unilever,[''],['ENVI'],Member,Meeting with APA - Chemicals strategy and Circular Economy,Digital,22/10/2020
Esther de LANGE,38398,EPP,Netherlands,Representatives European Confederation of Pharmaceutical Entrepreneurs,[''],['ENVI'],Member,Meeting with APA - Health policy,Digital,22/10/2020
Esther de LANGE,38398,EPP,Netherlands,Corporate Affairs Grifols,[''],['ENVI'],Member,"Meeting with APA - blood, tissues and cells legislation",Digital,19/10/2020
Esther de LANGE,38398,EPP,Netherlands,Manager Transport & Environment,[''],['ENVI'],Member,Meeting with APA - aviation and ETS,Newtree,01/10/2020
Esther de LANGE,38398,EPP,Netherlands,Air Quality Manager Transport & Environment,['Type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information - Phone call with APA'],['ENVI'],Rapporteur,Type approval with respect to emissions from light passenger and commercial vehicles (Euro 5 and Euro 6) and access to repair and maintenance information - Phone call with APA,Phone call with APA,09/09/2020
Esther de LANGE,38398,EPP,Netherlands,Executive Director Public Affairs EFPIA,[''],['ENVI'],Member,COVID-19,Meeting with APA - Ginette,08/09/2020
